series_id,series_name,former_names,category,governing_body,first_year,last_year,status,home_venue,country,region,disciplines,significance,sources,confidence,source_file
the-brits,The BRITS,British Snowboard Championships | British Snowboard and Freeski Championships,national-championship,independent,1990,,active,,United Kingdom,europe,slopestyle | halfpipe | big-air | boardercross | banked-slalom | rail-jam,"Britain's national snowboard championships, founded in 1990 and described by the World Snowboard Federation as Europe's longest established winter snowsports festival (20th birthday in 2009). Started in Scotland, spent roughly three decades at Alpine host resorts including Laax, and returned to Cairngorm in 2023 for the first time in 32 years. Now run alongside the British Freeski Championships.",https://planetski.eu/2023/02/02/the-brits-heads-back-to-its-roots-in-scotland/ | https://www.worldsnowboardfederation.org/news/the-brits-2009-in-laax/,verified,intl-other
toyota-big-air,Toyota Big Air,,major-contest,independent,1997,2014,defunct,Sapporo,Japan,japan,big-air,"Long-running Japanese stadium big air, 18 editions from 1997 to 2014, normally held around 11 February and shifted to late January or late February in Olympic years. Held at the Makomanai open-air stadium in Sapporo (branded Makomanai Sekisui Heim Stadium from 2007) for its first 15 editions, then moved indoors to the Sapporo Dome from 2012 with a 36 m temporary in-run scaffold. The organising office announced on 30 September 2014 that the event would not continue after the 18th edition.",https://en.wikipedia.org/wiki/Toyota_Big_Air | https://ja.wikipedia.org/wiki/TOYOTA_BIG_AIR,verified,world-tours
transworld-team-challenge,TransWorld Team Challenge,TransWorld Team Shoot Out,grassroots-contest,independent,1999,,defunct,Snow Summit,USA,north-america,team,"Team-format contest launched by TransWorld SNOWboarding at Snow Summit, California in 1999 and won by the Atlantis team; TransWorld says it ran for ten years before becoming the Team Shoot Out.",https://www.snowboarder.com/news/three-decades-transworld-snowboarding-part-2-1997-2006,likely,us-grassroots
transworld-transam,TransWorld TransAm,,tour-series,independent,2003,,defunct,,USA,north-america,,"TransWorld SNOWboarding's travelling American amateur contest series, launched in 2003 and run for 13 seasons. TransWorld names Lucas Magoon, Chas Guldemond, Gabi Viteri and Matt Ladley among its winners. Stops, disciplines and per-year dates were not sourced in this pass.",https://www.snowboarder.com/news/three-decades-transworld-snowboarding-part-2-1997-2006,likely,us-grassroots
ttr-world-snowboard-tour,TTR World Snowboard Tour,Ticket to Ride (TTR) Tour | Swatch TTR World Snowboard Tour | World Snowboard Tour,tour-series,TTR Pro Snowboarding,2002,2017,defunct,,multiple,global,halfpipe | slopestyle | big-air | quarterpipe,"Rider- and brand-founded independent world tour set up in 2002 by Terje Haakonsen, event organisers and brand representatives to link the leading independent snowboard contests after the International Snowboarding Federation collapsed the same year. It ranked events on a 1-to-6 star scale that set the points on offer: a 6Star win paid 1000 points, 5Star 850, 4Star 500, 3Star 400, 2Star 200 and 1Star 100, with riders needing six counting scores and the season ranking taken as the average of those six. A women's tour was added for the 2006/07 season. From the 2013/14 season the six star tiers were replaced by four categories - Regional, National, International and Elite. The TTR name was dropped for 'World Snowboard Tour' from the 2012/13 season, and the tour brand ceased to exist when TTR Pro Snowboarding and the World Snowboard Federation merged into a single organisation, announced 25 May 2017 and legally completed at an Extraordinary General Assembly in Zurich in October 2017; the merged body offered direct membership from the 2017/18 season instead of running the tour.",https://www.worldsnowboardfederation.org/inside-wsf/history/ | https://de.wikipedia.org/wiki/TTR_World_Snowboard_Tour | https://coolerlifestyle.com/news/everything-you-wanted-to-know-about-the-ttr-but-were-afraid-to-ask.html | https://whitelines.com/archive/news/ttr-rebrands-to-world-snowboard-tour.html | https://www.worldsnowboardfederation.org/news/ttr-world-tour-becomes-world-snowboard-tour/ | https://www.sgieurope.com/world-snowboarding-will-replace-the-world-snowboard-tour/60795.article | https://www.worldsnowboardfederation.org/ttr-pro-snowboarding-and-world-snowboard-federation-create-one-joint-organisation/ | https://www.worldsnowboardfederation.org/ttr-women-tour-announced/,verified,world-tours
us-open-snowboarding,Burton US Open Snowboarding Championships,National Snowsurfing Championships | National Snowboarding Championships | US Open Snowboarding Championships,major-contest,brand-run,1982,2020,dormant,,USA,north-america,slalom | downhill | halfpipe | superpipe | quarterpipe | slopestyle | big-air | boardercross | rail-jam | other,"The longest-running snowboard contest in the sport and the flagship of Burton's contest programme. Burton's own history page dates the lineage to the 1982 National Snowsurfing Championships at Suicide Six, Vermont; other archives treat that Paul Graves event as a separate contest and date the US Open lineage to Jake Burton Carpenter's 1983 National Snowboarding Championships at Snow Valley, Vermont. The event took the US Open name at Stratton Mountain in 1985, ran there through 2012, moved to Vail in 2013, and was last held in 2020; the 2021 edition was cancelled and Vail confirmed it would not return.",https://events.burton.com/burton-us-open/history/ | https://www.aspentimes.com/sports/from-vermont-to-vail-a-look-back-at-the-36-year-history-of-the-burton-u-s-open-returning-march-5-10/ | https://www.burton.com/en-us/blogs/the-burton-blog/13-firsts-us-open-snowboarding-championships | https://thesnowpros.org/2024/09/from-the-archives-great-moments-in-snowboarding-history-part-2/ | https://www.firsttracksonline.com/2002/03/03/the-u-s-open-snowboarding-championships-back-to-where-it-all-began/ | https://www.vaildaily.com/news/is-vails-burton-us-open-competition-gone-for-good/ | http://www.snowboardinginsouthernvermont.com/woodstock-1982.html | https://www.snurferboy.com/nationalchampionship | https://www.snowboarder.com/news/snowboard-history-timeline-part-21980s,verified,burton-opens + legacy-80s-90s
us-snowboarding-grand-prix,Toyota U.S. Grand Prix,U.S. Snowboarding Grand Prix | Chevrolet U.S. Snowboarding Grand Prix | Sprint U.S. Snowboarding Grand Prix,tour-series,FIS,1996,,active,,USA,north-america,halfpipe | superpipe | slopestyle | big-air,U.S. Ski & Snowboard's domestic halfpipe (later halfpipe and slopestyle) series and the official qualifying series for the U.S. Olympic snowboard team. Founded 1996; described by U.S. Snowboarding as the first domestic competition series to offer equal prize money to men and women. Now run as FIS World Cup stops under Toyota title sponsorship.,https://en.wikipedia.org/wiki/U.S._Snowboarding_Grand_Prix | https://www.aspensnowmass.com/visit/events/toyota-us-grand-prix | https://www.fis-ski.com/snowboard-park-and-pipe/news/2021-22/toyota-us-grand-prix-halfpipe-world-cup-at-copper-mountain-snowboard,verified,xgames-dewtour
usasa-national-championships,USASA National Championships,United States Amateur Snowboarding Association National Championships,national-championship,USASA,1990,,active,Copper Mountain,USA,north-america,halfpipe | slopestyle | boardercross | giant-slalom | slalom | rail-jam,"The season-ending national championships of USASA, the American grassroots amateur snowboard (and, since 2011, freeski) association founded in 1988 by Chuck Allen with $500 of seed money from TransWorld SNOWboarding. The first Nationals were held in 1990; early editions moved between small mountains in Vermont and Maine and hills in Oregon and California, and Copper Mountain, Colorado has been the permanent home since 2008. Athletes qualify through regional series. USASA states nearly all of the U.S. Olympic snowboard and freeski team began in its events.",https://usasa.org/about-us/history/ | https://usasa.org/national-championships/ | https://www.townoffrisco.com/event/copper-mountain-events/usasa-snowboard-national-championships/ | https://www.snowboarder.com/news/snowboard-history-timeline-part-21980s | https://www.snowboarder.com/news/snowboard-history-timeline-part-31990s,verified,us-grassroots + legacy-80s-90s
usasa-regional-series,USASA Regional Series,,tour-series,USASA,,,active,,USA,north-america,halfpipe | slopestyle | boardercross | giant-slalom | slalom | rail-jam,"The regional competition structure that feeds the USASA National Championships. USASA groups 32 local divisions nationwide into five regional series - Rockies (Utah, Arizona, Colorado, New Mexico), Western (Alaska, Mt. Hood area of Oregon, Lake Tahoe), Central (Great Lakes), Eastern (New York and the Adirondacks) and New England. Each local division runs its own season of events; this is the layer at which most American amateur snowboarders actually competed.",https://usasa.org/regional/ | https://www.townoffrisco.com/event/copper-mountain-events/usasa-snowboard-national-championships/,verified,us-grassroots
vans-triple-crown-of-snowboarding,Vans Triple Crown of Snowboarding,,tour-series,brand-run,,,defunct,,United States,north-america,halfpipe | big-air | boardercross,"Vans-run three-stop North American tour with an overall men's and women's title decided across the series. The 1999/2000 season ran boardercross, big air and halfpipe at Breckenridge, snowboard cross and halfpipe at Mount Seymour in British Columbia, and halfpipe at Sierra-at-Tahoe, with a USD 10,000 overall prize.",https://www.mountainzone.com/snowboarding/2000/vans/index.html | https://www.mountainzone.com/snowboarding/2000/vans/breckenridge/,likely,world-tours
waengl-taengl,Vans Waengl Taengl,Aesthetiker Waengl Taengl,legacy-contest,independent,2002,,dormant,"Mayrhofen, Zillertal",Austria,europe,team | slopestyle,"Week-long team-based snowboard 'contest-ival' in Mayrhofen run by the Austrian Aesthetiker crew, blending a team snowboard contest with team skate, music and art. The World Snowboard Federation gives 2002 as the founding year and 2012 as the tenth-anniversary edition. The Aesthetiker announced a break for 2013 to rework the format.",https://www.vice.com/de/article/waengl-taengl-ueberrollt-mayrhofen/ | https://www.worldsnowboardfederation.org/news/the-asthetikers-announce-a-break-from-the-wangl-tangl-in-2013/,likely,intl-other
westbeach-classic,WestBeach Classic,WestBeach Invitational | WestBeach Snowboard Classic,legacy-contest,brand-run,1989,2000,defunct,Whistler Blackcomb,Canada,north-america,halfpipe | big-air,"The defining Canadian spring snowboard contest of the late 1980s and 1990s, sponsored by Vancouver brand WestBeach and produced by The Masters Group. Ross Rebagliati won the 1989 halfpipe and landed the cover of TransWorld Snowboarding. It was folded into the World Ski & Snowboard Festival from the mid-1990s; the 1997 WestBeach Invitational Big Air drew over 8,000 spectators at the base of Whistler Mountain. Moved to the May long weekend in 2000 and was not held in 2001 after WestBeach redirected its funding to the World Snowboarding Championship.",https://www.piquenewsmagazine.com/local-sports/westbeach-classic-not-on-2459602 | https://whistlermuseum.org/2024/04/09/wssf-the-beginning/ | https://www.whistlerblackcomb.com/explore-the-resort/discover/whistler-blackcomb-60-anniversary.aspx | https://parrot-point-8fe3.squarespace.com/stories/pipe-dreams,verified,canada
whistler-blackcomb-fis-snowboard-world-cup,FIS Snowboard World Cup - Whistler Blackcomb,,tour-stop,FIS,,,unconfirmed,Whistler Blackcomb,Canada,north-america,boardercross | halfpipe | big-air | parallel-giant-slalom | slopestyle,"Whistler Blackcomb's international race stop. A December 2001 World Cup ran snowboard cross, two halfpipes, alpine and big air over six days. Whistler Blackcomb also staged the 2005 FIS Snowboarding World Championships (16-22 January 2005), the first time that championship was held outside Europe, and continues to host FIS-level slopestyle competitions.",https://www.piquenewsmagazine.com/local-sports/whistler-the-year-in-sports-2461092 | https://en.wikipedia.org/wiki/FIS_Snowboarding_World_Championships_2005 | https://www.fis-ski.com/DB/general/event-details.html?sectorcode=SB&eventid=55267&seasoncode=2024,likely,canada
winsport-calgary-world-cup,WinSport Canada Olympic Park FIS World Cup (Calgary),Halfpipe Rodeo FIS Ski & Snowboard World Cup,tour-stop,FIS,,,active,WinSport Canada Olympic Park,Canada,north-america,halfpipe | slopestyle,"Calgary's World Cup stop on the 1988 Olympic site, run on WinSport's 22-foot halfpipe and slopestyle course. Branded the Halfpipe Rodeo in 2019. The same venue hosts Canada Snowboard's Air Nation halfpipe national championship and hosted snowboarding at the 2019 Canada Winter Games.",https://www.canadasnowboard.ca/en/news/?id=1256 | https://www.canadasnowboard.ca/en/news/?id=1259 | https://olympic.ca/2019/10/24/winter-competitions-coming-to-canada-in-2019-20/ | https://www.canadasnowboard.ca/en/events/freestyletour/nationalsfree/,verified,canada
winter-dew-tour,Winter Dew Tour,AST Dew Tour (winter) | Winter Dew Tour presented by Toyota,tour-series,brand-run,2008,2024,defunct,,USA,north-america,superpipe | slopestyle | jib | team | other,"Mountain Dew-backed, NBC-broadcast winter park-and-pipe tour launched for the 2008-09 season with three stops. Reduced to a single mountain championship from the 2012-13 season. Based at Breckenridge for eleven editions (2008-2018), then Copper Mountain (2020-2024). Served as a US Ski & Snowboard Olympic qualifying event in several seasons. Discontinued after the March 2024 edition.","https://en.wikipedia.org/wiki/Dew_Tour | https://news.vailresorts.com/2008-11-21-WINTER-DEW-TOUR-TO-VISIT-BRECKENRIDGE-RESORT,-DEC-18-21 | https://news.vailresorts.com/2018-06-07-Winter-Dew-Tour-Returns-to-Breckenridge-December-13-16,-2018 | https://www.mensjournal.com/adventure/winter-dew-tour-heads-to-copper-mountain-colorado-february-6-9-2020/",verified,xgames-dewtour
winter-games-nz,Winter Games NZ,New Zealand Winter Games | 100% Pure New Zealand Winter Games,major-contest,independent (Winter Games NZ Trust),2009,2024,defunct,,New Zealand,oceania,halfpipe | slopestyle | big-air,"The Southern Hemisphere's largest snow sports event, staged in the Southern Lakes district around Wanaka and Queenstown. Biennial from 2009 to 2017, annual from 2018; 11 editions in total. Over its life it hosted 23 FIS Snowboard World Cups and 20 FIS Freeski World Cups plus ANC Cups, Freeride World Qualifiers and FIS Junior World Championships, and from 2020 added the athlete-focused Obsidian team format. Wound up on 23 January 2025, the trust citing event delivery costs, the NZ sponsorship and media market, international federation sanctioning fees and prize money indexed to European currencies.",https://planetski.eu/2025/01/23/winter-games-nz-ends/ | https://www.wintergamesnz.kiwi/about-1 | https://en.wikipedia.org/wiki/New_Zealand_Winter_Games,verified,intl-other
winter-x-games,Winter X Games (Aspen),Winter X Games | X Games Aspen,major-contest,ESPN,1997,,active,"Buttermilk Mountain, Aspen",USA,north-america,halfpipe | superpipe | slopestyle | big-air | boardercross | jib | rail-jam | dual-slalom | other,"ESPN's made-for-broadcast winter contest, first held 1997 at Big Bear Lake, California. Moved to Crested Butte (1998-99) and Mount Snow (2000-01) before settling at Buttermilk Mountain in Aspen from 2002 onward. Introduced the superpipe format to snowboard contests and, from 2019, the Knuckle Huck.",https://en.wikipedia.org/wiki/X_Games | https://snowboardmag.com/stories/history-winter-x-games-part-1 | https://www.aspendailynews.com/winter-x-games-a-brief-history/article_3459d151-30c8-5345-a0a9-2837bdfe8211.html | https://www.xgames.com/past-events/,verified,xgames-dewtour
winter-x-games-europe,Winter X Games Europe,X Games Tignes,major-contest,ESPN,2010,2013,defunct,Tignes,France,europe,superpipe | slopestyle,"First X Games competition held outside the United States. Run at Tignes, France for four editions (2010-2013), then cut when ESPN scaled back its international X Games expansion.",https://en.wikipedia.org/wiki/Winter_X_Games_Europe | https://www.downdays.eu/events/behind-the-scenes/a-brief-history-of-the-x-games-in-europe/ | https://en.wikipedia.org/wiki/Winter_X_Games_XVII,verified,xgames-dewtour
winter-youth-olympic-snowboarding,Snowboarding at the Winter Youth Olympic Games,,major-contest,IOC (sport governed at the Games by FIS),2012,,active,,multiple,global,halfpipe | slopestyle | boardercross | big-air | team,"Snowboarding has been on the programme since the first Winter Youth Olympic Games at Innsbruck in 2012 (halfpipe and slopestyle only), growing to nine events at Gangwon 2024. RESULTS ARCHIVE for a later pass: Olympedia per-Games event index at https://www.olympedia.org/editions/70/sports/SBD (Lausanne 2020) and https://www.olympedia.org/editions/73/sports/SBD (Gangwon 2024); 2012 and 2016 Olympedia edition ids not yet located - see open_questions.",http://www.olympedia.org/definitions/70 | https://www.olympedia.org/editions/70/sports/SBD | https://www.olympedia.org/editions/73/sports/SBD,verified,olympics-fis
world-rookie-finals,World Rookie Finals,Völkl World Rookie Finals | World Rookie Snowboard Finals,major-contest,World Snowboard Federation / Black Yeti,,,active,,multiple,europe,slopestyle | halfpipe | big-air,"Season-closing event of the World Rookie Tour, held in an Alpine resort in spring, where the World Rookie Champion titles are awarded in the Rookie and Grom divisions. It carried a 3Star TTR rating in 2015. Host resorts have included Ischgl (2015) and Kitzsteinhorn (2025).",https://www.worldrookietour.com/the-tour/ | https://www.worldsnowboardfederation.org/world-rookie-snowboard-finals-2025-2/ | https://www.worldsnowboardfederation.org/2017-world-rookie-finals-kitzsteinhorn-kaprun/ | https://www.worldsnowboardfederation.org/?s=Ischgl,likely,world-tours + intl-other
world-rookie-tour,World Rookie Tour,,tour-series,World Snowboard Federation / Black Yeti,,,active,,multiple,global,slopestyle | halfpipe | big-air | rail-jam,"Global youth freestyle tour organised by the World Snowboard Federation with national snowboard associations, feeding the World Rookie Ranking. Age divisions are Rookie (U18), Grom (U15) and Supergrom (U13); the ranking averages an athlete's three best results from Level 1-3 Star WSPL events. Stops are branded 'Rookie Fests' and are spread across Europe, South America, Australia and Japan, with the season closing at the World Rookie Finals. The Livigno World Rookie Fest, the tour's anchor stop, was in its 19th edition in 2024, which implies a first edition around 2006.",https://www.worldsnowboardfederation.org/wsf-projects/world-rookie-tour/ | https://www.worldrookietour.com/the-tour/ | https://www.worldsnowboardfederation.org/the-new-snowboard-generation-shines-at-livigno-world-rookie-fest-2024/,likely,world-tours
world-ski-snowboard-festival,World Ski & Snowboard Festival,TELUS World Ski & Snowboard Festival | TWSSF,major-contest,independent,1996,,active,Whistler Blackcomb,Canada,north-america,big-air | slopestyle | halfpipe | rail-jam | freeride | other,"Ten-day (later shortened) April festival in Whistler founded by Doug Perry in 1996, growing out of the 1994 World Technical Skiing Championships on Blackcomb. It absorbed the existing spring contests including the WestBeach Classic, the Whistler Cup and the Couloir Extreme, and became the umbrella under which most of Whistler's spring snowboard contests ran. A 2006 economic impact assessment put its activity at $37.7 million for British Columbia; 2007 attendance was reported at 275,000. Vail Resorts shortened the format after 2018; Gibbons Whistler took full ownership in November 2019.",https://whistlermuseum.org/2024/04/09/wssf-the-beginning/ | https://en.wikipedia.org/wiki/World_Ski_and_Snowboard_Festival | http://www.watermarkinc.ca/twssfmedia/timecapsule/backgrounder.html | https://wssf.com/ | https://www.whistlerblackcomb.com/explore-the-resort/discover/whistler-blackcomb-60-anniversary.aspx,verified,canada
world-snowboarding-championship-whistler,World Snowboarding Championship (Whistler),,major-contest,independent,2001,,unconfirmed,Whistler Blackcomb,Canada,north-america,superpipe | slopestyle | jib,"Independent Whistler championship produced by The Masters Group and backed by WestBeach Sports, which redirected its WestBeach Classic budget into it for 2001. Contested slopestyle, jib jam and superpipe over 19-22 April 2001. Distinct from the FIS Snowboarding World Championships. How many years it ran could not be established.",https://www.piquenewsmagazine.com/local-sports/westbeach-classic-not-on-2459602 | https://www.piquenewsmagazine.com/local-sports/whistler-the-year-in-sports-2461092,likely,canada
world-snowboarding-championships,World Snowboarding Championships,TTR World Snowboarding Championships | The World Championships of Snowboarding,major-contest,TTR / World Snowboard Federation,2012,,unconfirmed,,multiple,global,halfpipe | slopestyle,"Rider-side world championship developed and owned by TTR and the World Snowboard Federation, approved by unanimous vote at the TTR and WSF general assemblies in Barcelona in May 2010. The first edition, in Oslo in February 2012, was described as the first championships run by snowboarders since 1999; the 2011 Oakley Arctic Challenge was staged as its trial event. The local organising company Snowboard-VM 2012 AS was owned by The Arctic Challenge, the Norwegian Snowboard Federation and Oslo Vinterpark.",https://en.wikipedia.org/wiki/2012_World_Snowboarding_Championships | https://www.worldsnowboardfederation.org/the-oakley-arctic-challenge-announces-2011-rider-protocol/ | https://www.worldsnowboardfederation.org/ttr-world-snowboarding-championships-2012-highlights/ | https://www.worldsnowboardfederation.org/the-world-championships-of-snowboarding-2016-2/,verified,world-tours + intl-other
world-snowboarding-championships-sims,World Snowboarding Championships,Sims World Snowboarding Championships | Swatch World Championships,legacy-contest,brand-run,1983,,defunct,,USA,north-america,halfpipe | slalom | giant-slalom | downhill | mogul | other,"Founded by Tom Sims at Soda Springs, California, and the first snowboard contest to include a halfpipe. Sims registered the service mark WORLD SNOWBOARDING CHAMPIONSHIPS with the USPTO (reg. 1530152, filed 8 July 1987) claiming first use in commerce on 15 February 1983. The event moved to Breckenridge, Colorado for 1986 and 1987 and picked up Swatch as title sponsor; a rival European edition ran at Livigno and St Moritz in January 1987.",https://trademarks.justia.com/736/70/world-snowboarding-championships-73670866.html | https://www.snowboarder.com/transworld-snowboarding-archive/a-complete-history-of-the-snowboard-halfpipe | https://tahoequarterly.com/ski-ride-2016/rebels-with-a-cause | https://www.sierrasun.com/sports/soda-springs-goes-retro-for-tom-sims/ | https://www.skihall.com/hall-of-famers/tom-sims/ | https://snowbrains.com/snowboarding-pioneer-paul-alden-dies-aged-89/ | https://snowbrains.com/breckenridge-resort-co-marks-40-years-of-snowboarding-history-with-new-worlds-competition/,likely,legacy-80s-90s
wsf-south-america-tour,WSF South America Tour,,tour-series,WSF (World Snowboard Federation),,,unconfirmed,,multiple,south-america,slopestyle | big-air | rail-jam,"Southern-hemisphere winter circuit that gave South American riders TTR and WSF ranking points, running from an urban rail jam in Santiago through Valle Nevado and El Colorado to an indoor finale in Rio de Janeiro.",https://www.worldsnowboardfederation.org/winter-season-in-chile/,verified,intl-other
x-games-norway,X Games Norway,X Games Oslo,major-contest,ESPN,2016,2020,defunct,,Norway,europe,superpipe | slopestyle | big-air | other,"ESPN's Norwegian X Games, launched in Oslo in 2016 as the first X Games to stage summer and winter disciplines in one city. Alternated between Oslo (2016, 2018, 2019) and Hafjell (2017, 2020). The 2018 and 2019 Oslo editions were indoor big air held at Telenor Arena, Fornebu, in May and August respectively.",http://www.labelnetworks.com/x-games-oslo-to-launch-in-february-2016-bringing-together-both-summer-and-winter-sports/ | https://www.firsttracksonline.com/2015/11/09/x-games-expands-to-oslo/ | https://de.wikipedia.org/wiki/X-Games_Norway_2017 | https://www.hafjellresort.no/en/x-games | https://radseason.com/event/x-games-norway-fornebu-norway/ | https://en.wikipedia.org/wiki/X_Games,verified,xgames-dewtour
x-trail-jam,Nissan X-Trail Jam,X-Trail Jam in Tokyo Dome,major-contest,TTR,2001,,defunct,Tokyo Dome,Japan,japan,quarterpipe | big-air,"Indoor stadium contest launched in the Tokyo Dome in 2001, running a quarterpipe and a straight-jump (big air) event on real snow trucked into the baseball stadium. Reto Lamm - the first Air & Style winner and later TTR Pro Snowboarding president - is credited as president and main developer. It became a TTR 6Star event.",https://en.wikipedia.org/wiki/X-Trail_Jam | https://www.methodmag.com/industry-news/ttr-world-snowboard-tour-6-star-event-nissan-xt.html | https://snowboardnet.jp/x-trail-jam-in-tokyo-dome-3/ | https://backside.jp/news-1101/,likely,world-tours + intl-other
zillertal-valley-ralley,Zillertal Vaelley Raelley,,tour-series,independent (Blue Tomato / Zillertal Tourismus / Die Aesthetiker),2013,,active,,Austria,europe,slopestyle,"Zillertal-based slopestyle tour hosted by Blue Tomato with Zillertal Tourismus and the Aesthetiker snowboard club, feeding the World Snowboard Points List and the World Rookie Ranking. 2025/26 is its 13th season, which places the first season at 2013/14. Its Mayrhofen stop runs in the PenkenPark.",https://www.worldsnowboardfederation.org/zillertal-valley-ralley-announces-new-tour-dates-for-2025-2026/,likely,intl-other
